tweet_id,text_clean
1832946305,@user aren't you lucky! nice
1675896804,@user agreed about deadpool but i thought everything else was pretty rad. did u see after the credits? cut it short where i was
1751106959,mothers day
1468818172,"@user thanks so much, really nice... nice to share a cuppa with a friend"
1833780490,@user we'll talk when we meet up
1834036252,@user i just ordered one for my cat. can t see why she wouldn t love it!
1551085882,what a beautiul day here in western pa.!! horray for spring!! going to put something in the crockpot!
1678547649,"@user i never used twitterfon, went straight to tweetie. glad i did, i highly recommend it."
1468614223,more live 311 to get in the mood too! ? URL
1835312259,@user ummm yea and no lol
1751395382,"i wanna move to england! &quot;ello, i must go to the loo. i will head to my caddy,yes.&quot; gahaha and the awesome accent."
1827507737,@user gaffie! thanks.
1969592436,very little noise about the #etds on twitter!
1468072530,why do i keep looking...i know that what i read is gonna hurt but i still look! i guess it's just a girl thing &amp; i need to get over him.
1681067184,@user my bday is thursday! tauruses are the best
1833894736,@user i agree! 'tis a good talk. and now finally some code.
1551303173,"@user don't give up too easily regardless of any obstacles in your way, gd to be positive"
1970979207,boardin my southwest airlines flight dulles to vegas to orange county! so excited! i hate that i have to fly united next week instead
1557764530,@user i've never heard of it! maybe it's beauvais-only
1552059243,gonna go now feel like shit bye tweeple
1686026171,back wat have i misseddd?
1753920237,@user if ur a mother - happy mother's day to u too. i gre up on black beat and right on by the way!
1834465267,@user have a look at URL its an open source photoshop clone
1833922935,wonder if vix is going to school tomorrow... i have a surprise for her!
1834220099,dannnng. late ass night with shorty michael raul &amp; eric! hahaha awww. oh how i love unexpected nights. happy monday!
1558764885,chicago!! i love you! so excited to arrive soon
1836580861,"@user okily dokily, no worries hunnie. so sorry to have woken you! i feel bad anyway, cos it's mostly begging again speak soon"
1555934288,going to go pick up a swag
1691159798,@user meeeee too
1557455601,night 2 - so far so good
1694035538,now we are cuddling. girl cuddles are so fun and soft
1751988693,@user do you have a facebook page? if not i'll email you pictures of my bangs. if you don't like them i'll blame the kitties.
1467880442,"haven't tweeted nearly all day posted my website tonight, hopefully that goes well night time!"
1553803715,going to try to do the plant project... again... i don't want to
1751465149,@user hey you weirdo! haha jk! i love you!
1834571766,@user . yea i figured something happened. damn laptops..lol. i'm just tweetin layin in my bed thinkin bout meli
1793289856,"@user my friend was squeeing about him in all the small things, and the only reason i knew who he was was your and your posts."
1694481587,just woke up from a dream that i was at some food tasting event and ended up eatn something full of pork-ughhhh now i can't go back 2 sle
1677635395,"URL -&quot;terrorist&quot;ltte recruits children, democractically elected hitler rajapakshe does #genocide -no diff."
1695155520,yesterdays kickoff mimosa brunch at #beaconhotel was amazing. so much fun... too bad i was too hung over to drink that much!
1467937275,"nooning the wedding and old man sharted and throwing moon pies as we venture to macon, georgia"
1835247129,@user saved your show on my pc xoxoxo
1557462434,"eugh, school tomorrow!!! gonna miss the holidays"
1676974983,@user lol i need my own personal pic
1824245509,w00t i got a 94 the teacher liked what i said in the forum but scolded me for slacking on the subject i need to step it up
1557228971,"@user sounds like fun, no sunshine here are you following me on ali_bubblegate and ali_mosaic?"
1688859587,@user not at all! rock your shit girl
1964224271,@user i'm sorry darling anything i can do?
1470071133,"@user hi, bonza, thx, i had a nice evening with the boys &amp; dh. simple dinner &amp; lots of relaxing."
1759610024,"@user ahhh man, that sucks! but alright, we should plan then you seeing mga on thursday?"
1752561803,just got home from state paintball. i'm tired as hell!
1686684649,"back at mi casa. what a night, gooooood times"
1557961127,rite of recognition for my confirmation into the catholic church is today
1824222170,"trying to put photo on my profile,but have some problems"
1556979381,@user oh why?
1967051900,having the flu sucks...
1694203916,ohh i forgot to tell you last night that when i was a alton towers i touched a shark it was amazing !!!! it was nt a massive one tho
1956236436,out on location with @user pretty much no internet or cell service
1680310204,yays! my pink camera works again still cleaning..
1828052660,"daddy doesn't want me to fall asleep, so now uncle hai is in charge of keeping me awake URL"
1564505080,@user thanks! they're even cuter (and naughtier) in person.
1960902882,"@user i totally agree. i just don't like it when everybody closes the windows in buses, trains etc. i'm afraid of getting diseases there"
1956272752,"@user hello. sorry, i don't know french..."
1676132087,searching for some adam lambert fans on twitter
1563598161,dave matthews makes me tick
1759269249,@user i'm sorry. now i feel bad for being tan.
1573348722,"@user @user kicks are fully win. but that joint is extortion, better off ordering online"
1824971770,stupid internet going off becasue its raining
1827390863,@user
1692334962,watching the hannah montana episode with david archuleta
1823989142,i'm sick *cries* and aidan isn't home yet. and i've been at a study day...i want to sleep
1825825478,getting ready to go out for awhile
1573189504,accidently clicted on a link that went to the miley and mandy show woah no i saw 3 seconds!
1678754330,"time to get this saturday started! enjoy yours to the fullest, even if it's going to be full of chores."
1557714083,@user i've just managed to get the false nails off! great to meet you yesterday
1834532211,"yay, guitar lesson tomorrow. i can show nathan all my new skillssssss totes. social meeting tomorrow too then coaching"
1563863473,"@user well i was going for that &quot;aww, he's retarded. i guess we'll pity sex him&quot; angle. i guess im just a big fat failure all around"
1753255304,"@user no idea! probably. actually, yeah, i know there's at least one zelenka. i looked for him xd"
1468260645,missing the fab five
1834840032,@user absolutely
1687829201,more hate mail apparently i have a terrible voice can you guys leave good comments and make me feel better ?
1551331883,crazy awesome bass line of the day goes to...kings of leon with &quot;manhatton&quot;....just listen. buuuhhh du du dum bum bum bum!
1751806316,@user lol u so crazy i'm almost outta work i'll call u when i get home! i miss u punk its so quiet at the house!
1970488681,@user guess that it might be then
1573006200,@user the pics are sick! thank you so much
1834304632,@user new phones are exciting! thank you!
1573166574,am all alone...again!
1686803899,my neighboors really love their power tools on a sunday morning
1795652314,we have finally exchanged contracts and are moving on this weds (20th) - finally!
1755708239,i'm blogging! check out my new blog at: URL
1825221880,that voice in side your head saying... your just...just a dummyyyy hm
1558289911,"@user it's ok. i just had so many people and without motrin, it was starting to really hurt! just needed to call it an evening."
1827821000,@user ... ate 2 biscuits with butter from kfc! mmmmmmm. &quot;what other people think of you is their buisness...&quot;
1956332403,been soooo busy these past two days i haven't had a moment to tweet.
1834840534,@user hello
1752767569,i'm just not into star trek. i'd rather watch next generation of charels in charge. fst!
1563849860,so hungry. i'll attempt to sleep anyhow.
1468762061,@user job? what job? and what is pirg? and does this mean we won't get proper fetus tme over a bud light keg after our graduations?
1680240784,i think i cracked my knuckle only dumb asses box with loose wraps and no gloves.
1557850142,i just found my pet bird pidge. i was worried about her cos she likes to leave her cage and walk around cos she cant fly.. she died
1753566708,home from work. a few hours of sleep then putting some miles on the new bike.
1834858563,@user unicorns do not exist!! i hate unicorns and im so glad u h8 thm too. tour australia please.
1754078398,"@user mama, please greet tita precy happy mother's day for me. hugs for her as well."
1679768530,"@user wow spanish hahaha if u come , we can teach u some , please come to mexico u do it great in lo que soy !!!"
1969571074,":s driving past cemetery and omg; i swear i just saw this thing standing on top of the grave, but i cud see through it!!!!!!!"
1962654726,@user still not 100% im sick of being sick!
1751820000,"nice win by the dodgers, 8-0 over giants"
1691899267,@user i can learn ... lol--- is it difficult ???
1548556283,my daddy got the blackberry curve... not fair!!! and i thought my lg dare was pretty cool... hahaha i luuuuuuuuuuv you daddy!
1564089325,hope my drunk kitten is alright. you made me a bit worried tonight
1685705488,@user can't sleep miss you lots
1971176359,hates saying goodbye
1693209001,i'm ready for a break-out book. working on it right now in fact.
1835651435,#iphone developers please note. stop making great games. it's costing me a small fortune
1548862915,bubble bath was so nice
1883577952,@user i know right
1755478107,late #followfriday amendment - follow @user (who i mistakenly tagged as @user ) - sorry for the error!
1960155197,@user okay
1558240106,doing homework wih rocky
1554465032,has had a really depressing day and wants help to chear up. xx xx
1793289389,"@user they dont even understand themselves heads up alex, is everything ok?"
1824732281,"@user sooo good. twice as dense and heavy as a regular lrg pizza, but no greasy sickness or bloating afterward. quite the feast"
1957460293,what a waste of lives ... URL
1691229565,at home burned!! i am all red
1695083082,watching good morning america
1557335638,pfftttt work callls catch ya later twitterland (: xxxx
1834814731,bilang pingin pulang... tapi masih hujan (tears) URL
1564984079,heading to the land of fruits and nuts (san francisco) for the week for the rsa conference. missing my jamie.
1684762946,tony powers is spending the weekend at our place on black's creek. it's a glorious weekend
1824599068,"has a sudden urge to go and buy the lonely planet travel guides to france, spain and italy"
1824893636,"@user of course - 430 sharp, although she has just called me and said she will not be giving me a hug because of current condition"
1687392282,@user sorry to hear about your grandma
1469047113,don't you hate it when your salary gets cut 10% and you have to cancel your vacation to camp meeting and miss leonard sweet speak.
1679722151,"just back from soccer. bury fc won 1-0 but as the other fixtures went, they needed to win 2-0 for automatic promotion it's play-off time"
1882026569,"man... back before we started dating, i used to get so much tail! but now that you won't let me coon hunt, i don't get any"
1691744304,so i have just discovered an obsession with faceinhole.com haha. i'll put one up soon
1835625293,is bored. guys watch jamie oliver everyday on the asian food channel at 7pm!
1557746903,"@user be careful when doing stunts, u need 2 b around 4 ever"
1753157631,@user all breaking news will be tweeted here i hope welcome to twitter!
1695344331,@user - just seen the kiosk at central station. nice job.
1563973127,almost done....i feel miserable
1957056041,@user hahaha i don't know anyone or anything about it except they have powers lol... i live in my own bubble
1677734240,@user you don't want us na?
1827542559,"#technight has a google group now to discuss what we should do in next technight, interested can join &amp; suggest ideas URL"
1675854043,"@user it's not on here, just the local news."
1971094587,@user coool. ive moved outside now coz its a bit warm is in the bgt finale tonight?!
1686849251,good morning tweets!!! finals start tomorrow which means a day full of studying
1694164655,of back off other peoples he can only have one stalker
1686040332,@user doh! you're right. i was thinking george peppard didn't start doing that until the a-team. too much time has passed.
1793028683,"@user you've sent it by mistake before. it's red dwarf, twists are to be expected."
1551745330,@user vision board sounds exciting. hope you will share!
1965695936,seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn't a hospital
1883359973,waiting on a throat culture.
1771184848,@user well see.. i am! its getting along
1557959847,"@user good morning to you folks, too"
1468488602,"@user www.youtube.com/titomi15..watch the videos,comment&amp;suscribe!! &amp; follow me , cheers x"
1823710563,"@user oh eeps! ? btw i hope u got my dm (sry i missed ur @user !) but no, no curvy for me yet @user hasnt had her copy yet too."
1556686425,"not many people, but we did get encored. it was fun."
1823040683,i feel like i lost my best friend i knew it was coming we havent talked in months she has a life to live and im an emotionally broke ...
1835099003,"@user nope, no big box yet"
1962876045,@user flirting! ima good man with bad habits.
1968171511,argh! all time low's stopping by in malaysia! ajbsfnasfkjbfalifenlinc............ k i must start work now
1880450494,can't figure out her icey
1880582395,sorry not to be able to make it in person - marking and msc admissions stuff to do #uollts
1573967809,"and as i said to my cousin, they are going to have to admit me if this doesn't end soon."
1553553915,@user writers block ack...
1883154927,"man, this is right happened right by me URL"
1835037524,good morning on me way to work..so sleepy on da phone til late talkin to me girl rememberin dem good old days..da memories. life changes
1692600960,"this book is amazing, it kills me that i have to take a break from it to do a social project that was initially due last friday."
1970696305,hangover is a bitch
1962686947,@user oh no. hope you feel better soon. hugs. i had flu earlier this month.
1468347721,"@user i need coffee, lol, i saw you tweet this on mcintec net lol it comes up before mibbit, mibbit is so slow on twitter, it sucks"
1548810924,good night world!!! i'm still at 5!!!! c'mon people...get me up to 6!!!!
1882765432,@user i aint got you lol
1833678295,"@user hey nothing much, watching wizards of waverley place. yourself?"
1573633323,idiot: hi (at)jessicas64 th*nks for the follow (ialex94)
1564446642,fuck. i knew that if i went to bed before 1am that i would wake up at 3am. i've been trying to get back to sleep for 2 hours now.
1825202069,@user your girl ga ga just performed on aussie tv show rove live
1554168416,i take back what i said earlier;tonight was the best
1686041216,"and after all that, i stayed up finishing graceling. it was worth it though"
1753071872,"@user i so wish, things not looking too rosy on this side of the world"
1468337420,"@user i am ??, follow me"
1827395785,just home from airsofting ; cold feet and tired
1676850606,"'yeah, 'cause the heart never lies. good night :*"
1696131608,so fed up of having a runny snotty bunged-up nose
1834060843,"i don't understand #musicmonday at all, but listen to @user"
1565196318,good morning tweeters! its off to school for me
1677764741,@user it's okay
1827771713,watching tv and hopefully sleeping soon... gotta work really early
1556547451,"saw &quot;chï¿½ri&quot; last night, it was different, going to charles de gaulle to get the rents! too bad paris is dreary and rainy today"
1880346162,anyone have a spare 16v adapter for ibm laptop? everything is fail
1469337114,"@user heh heh. you know, blip is hard. you can't find songs just like that . you have to fish'em outta other's lists."
1969329009,@user aw sadness! next time!
1968600989,@user and thanks for also calling me a coward. i'll just add that to the list of insults you've used so far. ur hurtin my feelngs
1759501719,"@user ah, i wish i could come over. you know what? imma run there starting now, haha. its nice out! yesterday was hot. today was warm"
1686279394,@user hi it's theyrock ! hope you're well. go back to school tomorrow gonna miss my bed lol
1557307451,has all the avatar(the last airbender) episodes on her ipod... ahhh
1834598850,it was a surprise rather a shock...didn't expected it to happen...
1826232778,@user um sama leish il procrastination? :p miss you terribly
1956299853,wishes he was an official gay blade
1836205691,@user put it on wantz.it
1564098055,"@user that's not very nice of you, laughing at the people who have to work today"
1827704208,"boo. family drama=charcoal tofu. i like mine crispy, not incinerated!"
1677907672,@user may 5th
1957679152,@user good to be back! it's really late though and i just got back from scaring some people and i'm pleased but really tired
1551908883,- making homemade biscuits &amp; gravy w/ maple sausage mmmm...
1836457589,@user i think that hypermedia is a fundamental part of rest and adding a comment is not good enough - but that's just my .2 cents
1770831682,so sad sometimes... good morning everybody!
1677034333,@user it's alot easier to tweet with you when you tweet back. how's tx?
1468570107,in the process of making doll no. 2 and it's looking heaps better and cuter
1694931215,morning everyone!
1882282103,@user i've just looked and the forecast for here is rain on monday which part of ireland are you from?
1695477533,reeeejuvinated and bored as hell.
1468206067,"lol, honeybaby, i sound like a ny-quil commercial. that word only looks right with a green background. i want to sleep but i can't"
1828044448,"@user hey mark, sorry to hear your model cancelled really looking forward to next weekend though :3"
1834704077,school thank god i get to sleep in more tmr
1557858926,"can't believe she lives right on the beach, with abosloutely wonderful weather but she chooses to revise god damn education"
1557634710,"is in bo's coffee, katipunan, blogging at www.newmedia.com.ph URL"
1564507617,@user no it's not. i sent you an awesome one about joey lawrence.
1880538550,just came back. had crazy bus ride with kaiting last bus ride together!!
1753770038,@ work
1685366443,ribfest tomorrow with some one special! hehe
1695222823,"i dislike finding out all my friends can't stand me, i had a hunch, but i've done nothing wrong"
1881655459,@user _ . damn it you killed my exclamation mark
1468296667,@user @user gb game planned before movie. original gbs in 3rd movie as &quot;mentors&quot; - think aintitcool.com has info on main page
1556754922,not looking forward to unclogging the bathtub drain (in the girls' room) tomorrow!
1694013301,@user thanks! i am doing good... did you read any of my blog posts?
1676021589,"@user sorry i had 2 go, i still have to find out the dates exactly... but i will find a way! not sure but the festival though."
1695156988,very tired. keen for bed. walking to work tomoro
1559899032,eff emm ell. what did i do wrong
1753363713,@user i don't remember cause i was watching so many on youtube... lol will get back to you
1966544989,"i was in love ,he lied 2me used me and left me +he owes me 200dlls !!!"
1680849221,@user hey! hannah montana the movie came out yesterday me n my best m8 went to see it 2day and its amazing! well done luv u
1969251810,@user he's not here only on my computer screen..
1470182979,@user i was feeling left out
1969927606,its a boring saturday! i want to go shopping
